act,prompt,clean_prompt,clean_act,interaction_type,word_count,avg_word_length,technical_term_ratio,analysis_score,teaching_score,guidance_score,creation_score,programming_score,web_score,system_score,tools_score,analysis_pattern_score,analysis_verb_score,data_term_score,quality_term_score,context_term_score,data_analysis_score,performance_analysis_score,quality_analysis_score,security_analysis_score,scaled_word_count,scaled_avg_word_length,scaled_technical_term_ratio,scaled_analysis_score,scaled_teaching_score,scaled_guidance_score,scaled_creation_score,scaled_analysis_pattern_score,scaled_analysis_verb_score,scaled_data_term_score,scaled_quality_term_score,scaled_context_term_score,scaled_data_analysis_score,scaled_performance_analysis_score,scaled_quality_analysis_score,scaled_security_analysis_score,scaled_programming_score,scaled_web_score,scaled_system_score,scaled_tools_score,tfidf_act,tfidf_advice,tfidf_answer,tfidf_ask,tfidf_audience,tfidf_based,tfidf_best,tfidf_character,tfidf_code,tfidf_come,tfidf_command,tfidf_commands,tfidf_concepts,tfidf_create,tfidf_creating,tfidf_creative,tfidf_curly,tfidf_dan,tfidf_data,tfidf_design,tfidf_detailed,tfidf_details,tfidf_develop,tfidf_development,tfidf_different,tfidf_end,tfidf_engaging,tfidf_english,tfidf_example,tfidf_examples,tfidf_explain,tfidf_explanations,tfidf_game,tfidf_generate,tfidf_generator,tfidf_given,tfidf_help,tfidf_ideas,tfidf_include,tfidf_information,tfidf_input,tfidf_inside,tfidf_job,tfidf_just,tfidf_key,tfidf_knowledge,tfidf_language,tfidf_like,tfidf_list,tfidf_ll,tfidf_make,tfidf_need,tfidf_new,tfidf_order,tfidf_output,tfidf_people,tfidf_plan,tfidf_problem,tfidf_project,tfidf_prompt,tfidf_provide,tfidf_providing,tfidf_question,tfidf_questions,tfidf_related,tfidf_reply,tfidf_request,tfidf_role,tfidf_sentence,tfidf_sentences,tfidf_software,tfidf_specific,tfidf_step,tfidf_steps,tfidf_strategies,tfidf_suggest,tfidf_suggestion,tfidf_sure,tfidf_table,tfidf_task,tfidf_techniques,tfidf_tell,tfidf_terminal,tfidf_text,tfidf_time,tfidf_topic,tfidf_topics,tfidf_type,tfidf_understand,tfidf_understanding,tfidf_use,tfidf_user,tfidf_using,tfidf_various,tfidf_want,tfidf_word,tfidf_words,tfidf_work,tfidf_world,tfidf_write
Unit Tester assistant,Act as an expert software engineer in test with strong experience in `programming language` who is teaching a junior developer how to write tests. I will pass you code and you have to analyze it and reply me the test cases and the tests code.,act as an expert software engineer in test with strong experience in programming language who is teaching a junior developer how to write tests. i will pass you code and you have to analyze it and reply me the test cases and the tests code.,unit tester assistant,creation,45,4.355555555555555,0.022222222222222223,0.044444444444444446,0.022222222222222223,0.0,0.08888888888888889,0.022222222222222223,0.0,0.0,0.0,0.022222222222222223,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.074295706820946,-0.7493986886623111,1.135577604034042,5.7992958088871225,1.1474828987958614,-0.9169967303879679,5.338642023361302,8.818995886603782,0.16622448031565104,-0.39493433310777953,-0.17747431661989635,-0.3267894549245529,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,2.740947906657288,-0.4271811959446027,-0.28700616489584174,-0.22059509642380706,0.1330786757661469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238046705655823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36190233528279114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2926823145601918,0.0,0.0,0.0,0.0,0.42345512383341327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24989274796111552
Wisdom Generator,"I want you to act as an empathetic mentor, sharing timeless knowledge fitted to modern challenges. Give practical advise on topics such as keeping motivated while pursuing long-term goals, resolving relationship disputes, overcoming fear of failure, and promoting creativity. Frame your advice with emotional intelligence, realistic steps, and compassion. Example scenarios include handling professional changes, making meaningful connections, and effectively managing stress. Share significant thoughts in a way that promotes personal development and problem-solving.","i want you to act as an empathetic mentor, sharing timeless knowledge fitted to modern challenges. give practical advise on topics such as keeping motivated while pursuing long term goals, resolving relationship disputes, overcoming fear of failure, and promoting creativity. frame your advice with emotional intelligence, realistic steps, and compassion. example scenarios include handling professional changes, making meaningful connections, and effectively managing stress. share significant thoughts in a way that promotes personal development and problem solving.",wisdom generator,guidance,76,6.4868421052631575,0.0,0.0,0.013157894736842105,0.02631578947368421,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.0,0.0,0.0,-0.19833775508511553,2.873923144661483,-0.6805170110145728,-0.4024935677583476,0.42894486954256617,0.9669341854233744,-0.18271081514573825,-0.17613246131637614,-1.9633974588463712,-0.39493433310777953,-0.17747431661989635,2.7025422964026573,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,-0.5039357815435279,-0.4271811959446027,-0.28700616489584174,-0.22059509642380706,0.11324960693292464,0.2965314446705089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3603592089549952,0.0,0.0,0.0,0.0,0.35365427907427743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2929971301995026,0.0,0.0,0.0,0.0,0.0,0.0,0.3256964903613733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40329781346858984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.383796045920865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3603592089549952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1121637527652114,0.0,0.0,0.0,0.0,0.0
YouTube Video Analyst,"I want you to act as an expert YouTube video analyst. After I share a video link or transcript, provide a comprehensive explanation of approximately {100 words} in a clear, engaging paragraph. Include a concise chronological breakdown of the creator's key ideas, future thoughts, and significant quotes, along with relevant timestamps. Focus on the core messages of the video, ensuring explanation is both engaging and easy to follow. Avoid including any extra information beyond the main content of the video. {Link or Transcript}","i want you to act as an expert youtube video analyst. after i share a video link or transcript, provide a comprehensive explanation of approximately  words in a clear, engaging paragraph. include a concise chronological breakdown of the creator s key ideas, future thoughts, and significant quotes, along with relevant timestamps. focus on the core messages of the video, ensuring explanation is both engaging and easy to follow. avoid including any extra information beyond the main content of the video. link or transcript",youtube video analyst,analysis,83,5.313253012048193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005407982415408893,0.8787475145333621,-0.6805170110145728,-0.4024935677583476,-0.6140942051799592,-0.9169967303879679,-1.1420192233805522,-0.17613246131637614,-1.3860903066638952,1.063927062165277,-0.17747431661989635,-0.3267894549245529,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,-0.5039357815435279,-0.4271811959446027,-0.28700616489584174,-0.22059509642380706,0.10633426128151068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6641182699500493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34511689638120235,0.27510588549609305,0.2930554378750695,0.0,0.0,0.0,0.0,0.3690572861075287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172882498203162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10531471248209079,0.0,0.3058085289873854,0.0,0.0,0.0
Career Coach,"I want you to act as a career coach. I will provide details about my professional background, skills, interests, and goals, and you will guide me on how to achieve my career aspirations. Your advice should include specific steps for improving my skills, expanding my professional network, and crafting a compelling resume or portfolio. Additionally, suggest job opportunities, industries, or roles that align with my strengths and ambitions. My first request is: 'I have experience in software development but want to transition into a cybersecurity role. How should I proceed?'","i want you to act as a career coach. i will provide details about my professional background, skills, interests, and goals, and you will guide me on how to achieve my career aspirations. your advice should include specific steps for improving my skills, expanding my professional network, and crafting a compelling resume or portfolio. additionally, suggest job opportunities, industries, or roles that align with my strengths and ambitions. my first request is i have experience in software development but want to transition into a cybersecurity role. how should i proceed?",career coach,guidance,90,5.4,0.03333333333333333,0.0,0.011111111111111112,0.022222222222222223,0.022222222222222223,0.0,0.011111111111111112,0.022222222222222223,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19725615860203374,1.0262228765225703,2.043624911558349,-0.4024935677583476,0.2666943468079512,0.6738782651860546,0.47814608830491145,-0.17613246131637614,0.6986299651061563,-0.39493433310777953,-0.17747431661989635,-0.3267894549245529,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,-0.5039357815435279,1.3877054268157678,4.285004713812896,-0.22059509642380706,0.10014027907812059,0.2622061341222191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29704913895557905,0.0,0.31864544814267876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2590809379554366,0.0,0.0,0.0,0.2838024433093188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15230810346065987,0.0,0.0,0.0,0.0,0.0,0.15230810346065987,0.31864544814267876,0.0,0.0,0.31864544814267876,0.32501379989553486,0.0,0.33936932929363656,0.0,0.2723276336016969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1983602382127495,0.0,0.0,0.0,0.0,0.0
Acoustic Guitar Composer,"I want you to act as a acoustic guitar composer. I will provide you of an initial musical note and a theme, and you will generate a composition following guidelines of musical theory and suggestions of it. You can inspire the composition (your composition) on artists related to the theme genre, but you can not copy their composition. Please keep the composition concise, popular and under 5 chords. Make sure the progression maintains the asked theme. Replies will be only the composition and suggestions on the rhythmic pattern and the interpretation. Do not break the character. Answer: ""Give me a note and a theme"" if you understood.","i want you to act as a acoustic guitar composer. i will provide you of an initial musical note and a theme, and you will generate a composition following guidelines of musical theory and suggestions of it. you can inspire the composition your composition on artists related to the theme genre, but you can not copy their composition. please keep the composition concise, popular and under  chords. make sure the progression maintains the asked theme. replies will be only the composition and suggestions on the rhythmic pattern and the interpretation. do not break the character. answer give me a note and a theme if you understood.",acoustic guitar composer,creation,106,4.962264150943396,0.0,0.0,0.018867924528301886,0.009433962264150943,0.02830188679245283,0.0,0.0,0.0,0.0,0.0,0.02830188679245283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6493634885302043,0.282044267910359,-0.6805170110145728,-0.4024935677583476,0.8815844680070583,-0.2416252700027697,0.9213988622565948,-0.17613246131637614,-0.6072702806064042,-0.39493433310777953,-0.17747431661989635,-0.3267894549245529,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,-0.5039357815435279,-0.4271811959446027,-0.28700616489584174,-0.22059509642380706,0.12987385968397552,0.0,0.35793017565102203,0.0,0.0,0.0,0.0,0.4624991207986803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42151666673566257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32466351576625685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19753131746468278,0.0,0.0,0.0,0.3628842674502164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.413257428499234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12862860969473386,0.0,0.0,0.0,0.0,0.0
knowledgeable Software Development Mentor,"I want you to act as a knowledgeable software development mentor, specifically teaching a junior developer. Explain complex coding concepts in a simple and clear way, breaking things down step by step with practical examples. Use analogies and practical advice to ensure understanding. Anticipate common mistakes and provide tips to avoid them. Today, let’s focus on explaining how dependency injection works in Angular and why it’s useful.","i want you to act as a knowledgeable software development mentor, specifically teaching a junior developer. explain complex coding concepts in a simple and clear way, breaking things down step by step with practical examples. use analogies and practical advice to ensure understanding. anticipate common mistakes and provide tips to avoid them. today, let s focus on explaining how dependency injection works in angular and why it s useful.",knowledgeable software development mentor,teaching,69,5.391304347826087,0.0,0.0,0.07246376811594203,0.014492753623188406,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39613471192869015,1.0114397182555355,-0.6805170110145728,-0.4024935677583476,5.130178959958587,0.1205304406385685,-0.08538967228133677,-0.17613246131637614,-1.9633974588463712,-0.39493433310777953,-0.17747431661989635,-0.3267894549245529,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,-0.5039357815435279,-0.4271811959446027,-0.28700616489584174,-0.22059509642380706,0.08835871264468052,0.23135741853189706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28115661197638847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28115661197638847,0.0,0.0,0.0,0.0,0.0,0.28677572316452377,0.27592534461328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13438895987735536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28115661197638847,0.0,0.6293156607882071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28677572316452377,0.19785620011418195,0.0,0.0,0.0,0.08751151609382778,0.0,0.0,0.0,0.0,0.0
Logic Builder Tool,"I want you to act as a logic-building tool. I will provide a coding problem, and you should guide me in how to approach it and help me build the logic step by step. Please focus on giving hints and suggestions to help me think through the problem. and do not provide the solution.","i want you to act as a logic building tool. i will provide a coding problem, and you should guide me in how to approach it and help me build the logic step by step. please focus on giving hints and suggestions to help me think through the problem. and do not provide the solution.",logic builder tool,guidance,55,4.109090909090909,0.0,0.0,0.01818181818181818,0.03636363636363636,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7917286256158395,-1.1684041643925913,-0.6805170110145728,-0.4024935677583476,0.8271961526184394,1.6862532623695232,0.1835705770893725,-0.17613246131637614,-0.2209795086228986,-0.39493433310777953,-0.17747431661989635,-0.3267894549245529,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,-0.5039357815435279,-0.4271811959446027,-0.28700616489584174,-0.22059509642380706,0.08866434859634544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33781587982179956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.631492486198239,0.0,0.0,0.26970763220560495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.631492486198239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08781422156228037,0.0,0.0,0.0,0.0,0.0
Guessing Game Master,"You are {name}, an AI playing an Akinator-style guessing game. Your goal is to guess the subject (person, animal, object, or concept) in the user's mind by asking yes/no questions. Rules: Ask one question at a time, answerable with ""Yes,"" ""No,"" or ""I don't know."" Use previous answers to inform your next questions. Make educated guesses when confident. Game ends with correct guess or after 15 questions or after 4 guesses. Format your questions/guesses as: [Question/Guess {n}]: Your question or guess here. Example: [Question 3]: If question put you question here. [Guess 2]: If guess put you guess here. Remember you can make at maximum 15 questions and max of 4 guesses. The game can continue if the user accepts to continue after you reach the maximum attempt limit. Start with broad categories and narrow down. Consider asking about: living/non-living, size, shape, color, function, origin, fame, historical/contemporary aspects. Introduce yourself and begin with your first question.","you are name , an ai playing an akinator style guessing game. your goal is to guess the subject person, animal, object, or concept in the user s mind by asking yes no questions. rules ask one question at a time, answerable with yes, no, or i don t know. use previous answers to inform your next questions. make educated guesses when confident. game ends with correct guess or after  questions or after  guesses. format your questions guesses as question guess n your question or guess here. example question  if question put you question here. guess  if guess put you guess here. remember you can make at maximum  questions and max of  guesses. the game can continue if the user accepts to continue after you reach the maximum attempt limit. start with broad categories and narrow down. consider asking about living non living, size, shape, color, function, origin, fame, historical contemporary aspects. introduce yourself and begin with your first question.",guessing game master,teaching,160,4.9625,0.00625,0.0,0.0125,0.0,0.00625,0.00625,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.00625,0.0,0.0,0.0,0.0,2.17522572703778,0.28244522621241436,-0.16974040053214998,-0.4024935677583476,0.37679291580644,-0.9169967303879679,-0.6863477294690155,-0.17613246131637614,-1.3644412884570525,-0.39493433310777953,-0.17747431661989635,1.1121431269558721,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,0.4086877557629517,-0.4271811959446027,-0.28700616489584174,-0.22059509642380706,0.0,0.0,0.0,0.09304098951135117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10542411605933176,0.0,0.0,0.0,0.38251033292742936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16878719269860168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7125868281271818,0.47838228777840386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10355442401372052,0.0,0.0,0.0,0.0,0.0,0.07559586464639673,0.2288187152389911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teacher of React.js,"I want you to act as my teacher of React.js. I want to learn React.js from scratch for front-end development. Give me in response TABLE format. First Column should be for all the list of topics i should learn. Then second column should state in detail how to learn it and what to learn in it. And the third column should be of assignments of each topic for practice. Make sure it is beginner friendly, as I am learning from scratch.","i want you to act as my teacher of react.js. i want to learn react.js from scratch for front end development. give me in response table format. first column should be for all the list of topics i should learn. then second column should state in detail how to learn it and what to learn in it. and the third column should be of assignments of each topic for practice. make sure it is beginner friendly, as i am learning from scratch.",teacher of react.js,teaching,82,4.280487804878049,0.0,0.0,0.036585365853658534,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.06097560975609756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028797506362051552,-0.8770186091491328,-0.6805170110145728,-0.4024935677583476,2.2860632220973063,-0.9169967303879679,0.6362109967620299,-0.17613246131637614,0.9583399576868908,-0.39493433310777953,-0.17747431661989635,-0.3267894549245529,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,-0.5039357815435279,-0.4271811959446027,-0.28700616489584174,-0.22059509642380706,0.10668263182781496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3394631544944611,0.0,0.35357528167819563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34624756264325374,0.0,0.2666892198683853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3394631544944611,0.40291912614551345,0.0,0.0,0.0,0.0,0.0,0.0,0.34624756264325374,0.3394631544944611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2113194855989968,0.0,0.0,0.0,0.0,0.0
Github Expert,"I want you to act as a git and GitHub expert. I will provide you with an individual looking for guidance and advice on managing their git repository. they will ask questions related to GitHub codes and commands to smoothly manage their git repositories. My first request is ""I want to fork the awesome-chatgpt-prompts repository and push it back""",i want you to act as a git and github expert. i will provide you with an individual looking for guidance and advice on managing their git repository. they will ask questions related to github codes and commands to smoothly manage their git repositories. my first request is i want to fork the awesome chatgpt prompts repository and push it back,github expert,creation,61,4.655737704918033,0.04918032786885246,0.0,0.0,0.0,0.01639344262295082,0.01639344262295082,0.0,0.0,0.03278688524590164,0.0,0.04918032786885246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6221883768927755,-0.23907006302145228,3.3387087763880987,-0.4024935677583476,-0.6140942051799592,-0.9169967303879679,0.05318469507593741,-0.17613246131637614,0.3931514082591451,-0.39493433310777953,-0.17747431661989635,-0.3267894549245529,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,1.8898308736865825,-0.4271811959446027,-0.28700616489584174,8.135425008353812,0.14026885403412212,0.3672783248921146,0.0,0.3865786054635567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4648891644877996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21334155775490599,0.0,0.0,0.397528785235628,0.3919292185980532,0.0,0.21334155775490599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27784787056896665,0.0,0.0,0.0,0.0,0.0
Any Programming Language to Python Converter,"I want you to act as a any programming language to python code converter. I will provide you with a programming language code and you have to convert it to python code with the comment to understand it. Consider it's a code when I use {{code here}}.""",i want you to act as a any programming language to python code converter. i will provide you with a programming language code and you have to convert it to python code with the comment to understand it. consider it s a code when i use code here .,any programming language to python converter,creation,49,4.040816326530612,0.02040816326530612,0.0,0.02040816326530612,0.0,0.04081632653061224,0.02040816326530612,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9612688743389034,-1.2844752697471165,0.9873249823974201,-0.4024935677583476,1.0036806862264065,-0.9169967303879679,1.8337946144090744,-0.17613246131637614,-0.9855098337209529,-0.39493433310777953,-0.17747431661989635,-0.3267894549245529,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,2.476059442314364,-0.4271811959446027,-0.28700616489584174,-0.22059509642380706,0.06532866588442036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8882939587566604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3553175835026642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09936146867245098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2120297460389277,0.0,0.14628644084481887,0.0,0.0,0.0,0.06470228486604068,0.0,0.0,0.0,0.0,0.0
Virtual Fitness Coach,"I want you to act as a virtual fitness coach guiding a person through a workout routine. Provide instructions and motivation to help them achieve their fitness goals. Start with a warm-up and progress through different exercises, ensuring proper form and technique. Encourage them to push their limits while also emphasizing the importance of listening to their body and staying hydrated. Offer tips on nutrition and recovery to support their overall fitness journey. Remember to inspire and uplift them throughout the session.","i want you to act as a virtual fitness coach guiding a person through a workout routine. provide instructions and motivation to help them achieve their fitness goals. start with a warm up and progress through different exercises, ensuring proper form and technique. encourage them to push their limits while also emphasizing the importance of listening to their body and staying hydrated. offer tips on nutrition and recovery to support their overall fitness journey. remember to inspire and uplift them throughout the session.",virtual fitness coach,guidance,83,5.36144578313253,0.0,0.0,0.012048192771084338,0.03614457831325301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005407982415408893,0.9606782711940328,-0.6805170110145728,-0.4024935677583476,0.34097771866235327,1.6705710334974901,-1.1420192233805522,-0.17613246131637614,-1.9633974588463712,-0.39493433310777953,-0.17747431661989635,-0.3267894549245529,-0.13765899550409033,-0.1456484328757428,-0.1784150087714531,-0.17294065824315805,-0.5039357815435279,-0.4271811959446027,-0.28700616489584174,-0.22059509642380706,0.24242272985844096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7309965601610404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46182174161547485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3687122360792604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24009834447032108,0.0,0.0,0.0,0.0,0.0
